name,seller,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,postalCode
Diesel_270_CDi_Avantgarde__Gruene_Plakette_,privat,0,kombi,2001,automatik,170,e_klasse,150000,1,diesel,mercedes_benz,55116
Mercedes_Benz_GLK_320_CDI_DPF_4Matic_7G_TRONIC_Edition_1,privat,25200,suv,2009,automatik,224,glk,90000,6,diesel,mercedes_benz,40591
BMW_116i__Benzin__2._Hand,privat,8100,limousine,2010,manuell,122,1er,100000,3,benzin,bmw,84427
Renault_Megane_1.4_RT,privat,800,limousine,1999,manuell,95,megane,150000,6,benzin,renault,40215
BMW_e36_323i_Tausch_moeglich,privat,1750,,2016,,170,,150000,0,,bmw,17248
AUDI_A3_8P_2_0_TDI_140_PS_6_Gang_Ambition_Bose_Soundsystem_Leder,privat,5499,limousine,2004,manuell,140,a3,150000,5,diesel,audi,91710
Mercedes_Benz_CLS_350_7G_TRONIC,privat,13900,coupe,2004,automatik,272,andere,125000,11,benzin,mercedes_benz,84453
Mazda_CX_7_2.2_MZR_CD_Prime_Line__AHK,privat,16900,suv,2010,manuell,173,cx_reihe,60000,9,diesel,mazda,93155
Astra_g_automatik_92000_km_tauschen,privat,1699,coupe,1998,automatik,75,,100000,6,benzin,opel,26810
Volkswagen_Polo_45_Servo,privat,1049,kleinwagen,1996,manuell,45,polo,150000,6,benzin,volkswagen,95239
BMW_530d_touring_M_Packet,privat,3400,kombi,2001,manuell,193,5er,150000,12,diesel,bmw,85748
Hyundai_Santa_Fe_2.2_CRDI___4WD__Premium__mit_Automatikgetriebe,privat,15990,suv,2010,automatik,197,santa,125000,12,diesel,hyundai,26506
Mercedes_Benz_E220_CDI,privat,9900,limousine,2006,automatik,170,,150000,3,diesel,mercedes_benz,64521
Seat_Ibiza_1.4_16V_SportEdition,privat,3800,kleinwagen,2007,manuell,86,ibiza,125000,3,benzin,seat,9217
Peugeot_307,privat,1500,suv,2001,manuell,110,3_reihe,150000,0,,peugeot,90489
Opel_corsa_1_2_Fuer_660_Euro_VB_!!!,privat,660,,2017,manuell,45,corsa,150000,5,,opel,46397
Golf_3_Cabrio_2.0_gti,privat,1999,cabrio,1994,manuell,116,golf,150000,8,benzin,volkswagen,49356
Mercedes_Benz_SL_350_Automatik,privat,14500,cabrio,2006,automatik,245,sl,150000,5,benzin,mercedes_benz,77694
VW_POLO_6N_1.0L,privat,650,kleinwagen,1998,manuell,50,polo,125000,7,benzin,volkswagen,25926
Verkaufe_Benz_180_C_Kombi_Tuev_08/2017,privat,950,kombi,1999,manuell,0,c_klasse,150000,9,benzin,mercedes_benz,37154
Audi_A3_Sportback_1_2_TFSI,privat,12200,kombi,2011,manuell,105,a3,80000,0,benzin,audi,29410
Super_guenstig_sprit_und_unterhalt!!,privat,5900,kleinwagen,2011,manuell,70,,70000,11,benzin,lancia,75223
Opel_Astra_1.9_CDTI_Caravan_top_Ausstattung,privat,3700,kombi,2006,manuell,101,,150000,11,diesel,opel,85560
Gebrauchtwagen_VW_Fox,privat,3500,kleinwagen,2009,manuell,54,fox,70000,7,,volkswagen,42109
Verkaufe_meinen_geliebten_Smart,privat,1900,kleinwagen,2001,automatik,61,fortwo,150000,0,benzin,smart,70327
Motorschaden,privat,100,kleinwagen,1997,manuell,0,andere,150000,0,benzin,peugeot,91301
ford_mondeo_chia_full,privat,1250,kombi,2002,manuell,150,mondeo,150000,8,diesel,ford,94036
Nissan_Murano_3.5,privat,7999,suv,2007,automatik,234,andere,125000,4,benzin,nissan,22309
Twingo_tuev_neu,privat,1700,kleinwagen,2002,manuell,60,twingo,90000,3,benzin,renault,57614
Volkswagen_Passat_35i,privat,900,kombi,1993,manuell,90,passat,150000,10,benzin,volkswagen,26655
Volkswagen_Passat_Variant_2.0_TDI_DPF_Comfortline_Blue_...,privat,8500,kombi,2009,manuell,110,passat,150000,8,diesel,volkswagen,9111
Volkswagen_Polo_Edition,privat,1700,kleinwagen,2001,manuell,60,polo,150000,5,benzin,volkswagen,65623
Opel_Corsa_1.2_16V,privat,3490,kleinwagen,2004,manuell,75,corsa,125000,5,benzin,opel,76709
Renault_Kangoo_RTE_1_4_Klima_Servo_Sitzheizung_sehr_viel_erneuert,privat,2490,bus,2001,manuell,75,kangoo,150000,2,benzin,renault,72555
Hyundai_i30_1.6_CRDi_Comfort,privat,7900,limousine,2010,manuell,116,i_reihe,100000,9,diesel,hyundai,41812
Mercedes_Benz_S_320,privat,18300,limousine,2008,automatik,235,s_klasse,150000,7,diesel,mercedes_benz,81825
Toyota_Yaris_1.0,privat,1999,kleinwagen,2002,manuell,67,yaris,100000,1,benzin,toyota,55129
Audi_a3_mit_Klima__tuev_9_.2016__Unfall_Auto_?,privat,600,coupe,1998,manuell,125,a3,150000,0,benzin,audi,66629
Fiat_500_1.2_Lounge,privat,5600,kleinwagen,2009,manuell,69,500,100000,3,benzin,fiat,57392
Ford_Expedition,privat,9250,suv,2006,automatik,305,andere,125000,1,benzin,ford,69207
Corsa_D_1_2_16V_Bj._2007_HU_01.2018,privat,4490,limousine,2007,manuell,80,corsa,125000,1,benzin,opel,47166
Ford_KA_Zentralverriegelung_Klima_elektr._Fenster,privat,199,,2016,manuell,60,ka,125000,0,benzin,ford,33034
VW_Lupo_mit_Tuev_7/2017,privat,800,kleinwagen,1998,manuell,50,lupo,150000,11,benzin,volkswagen,97215
Verkaufe_Golf_4,privat,1250,limousine,1999,manuell,115,golf,150000,0,benzin,volkswagen,97483
Mercedes_Benz_TOP_B_KLASSE_AUTOMATIK,privat,6999,bus,2006,automatik,116,b_klasse,150000,2,benzin,mercedes_benz,45889
Mercedes_Benz_C_220_T_CDI_Elegance_DPF_Leder_Navi_Comand_PTS,privat,6990,kombi,2005,manuell,150,c_klasse,150000,10,diesel,mercedes_benz,50827
Toyota_Yaris_1.0,privat,2500,kleinwagen,2003,manuell,68,yaris,125000,2,benzin,toyota,65934
BMW_320td_M_Packet_6Gang,privat,3750,coupe,2003,manuell,150,3er,150000,4,diesel,bmw,58739
T4_2.5_TDI_Lkw_Zulassung,privat,3950,,1996,manuell,102,transporter,150000,4,,volkswagen,15806
Volkswagen_Passat_Variant_2.0_TDI_DPF,privat,2200,kombi,2004,manuell,136,passat,150000,8,diesel,volkswagen,19370
Kia_Carnival_CRDi_EX,privat,1500,bus,2004,manuell,144,carnival,150000,8,diesel,kia,94339
Volkswagen_Golf_Variant_1.6_BlueTDI,privat,20500,kombi,2015,,0,golf,20000,3,diesel,volkswagen,86637
Opel_Corsa_1.3_CDTI_DPF_Innovation,privat,6800,kleinwagen,2010,manuell,75,corsa,80000,5,diesel,opel,90587
Volkswagen_Golf_1.9_TDI_Highline,privat,3999,limousine,1999,manuell,90,golf,150000,10,diesel,volkswagen,16321
Mazda_MX_5_Energy_orig._Liebhaberzustand_inkl._TÜV_NEU,privat,7700,cabrio,2007,manuell,126,mx_reihe,150000,3,benzin,mazda,28359
Golf_3_Rolling_Stone_Collection,privat,499,limousine,1995,manuell,75,golf,150000,6,benzin,volkswagen,94436
Verkaufe_Renault_megane,privat,900,limousine,1996,manuell,0,megane,150000,5,benzin,renault,10365
Opel_Corsa_5_Tuerer,privat,50,kleinwagen,1995,manuell,45,corsa,150000,0,benzin,opel,88416
VW_Lupo_1_4,privat,1250,kleinwagen,1999,manuell,75,lupo,150000,4,benzin,volkswagen,13055
Golf_4__1_4l_2_Jahre_tuev__vieles_neu_,privat,0,,2018,manuell,75,golf,150000,0,,volkswagen,26817
BMW_318is,privat,750,coupe,1998,manuell,140,3er,150000,12,benzin,bmw,90461
BMW_330i,privat,5900,limousine,2002,manuell,231,3er,150000,2,benzin,bmw,60439
Volkswagen_Golf_1.4,privat,690,limousine,1998,manuell,75,golf,150000,12,benzin,volkswagen,55294
OPEL__AGILA____TÜV_NEU_____KLIMA,privat,1490,,2016,manuell,58,agila,100000,12,benzin,opel,92363
Volkswagen_Polo_1.4,privat,2300,kleinwagen,2004,manuell,75,polo,150000,3,benzin,volkswagen,94065
Verkaufe/Tausche_VW_Scirocco_1.4_TSI_DSG,privat,10990,coupe,2009,automatik,160,scirocco,100000,11,benzin,volkswagen,6406
Mercedes_Benz_E_220_CDI_Automatik,privat,3900,limousine,2002,automatik,150,e_klasse,150000,8,diesel,mercedes_benz,31319
Passat_2.0_Navi_Leder,privat,2600,kombi,2005,,0,passat,150000,6,diesel,volkswagen,55118
Ford_Fiesta_Fun_1.3,privat,2500,kleinwagen,2006,manuell,69,fiesta,150000,6,benzin,ford,35418
Audi_A4_B5_mit_ca_135.000_Km__Reserviert_bis_Do_24.3.,privat,1222,kombi,1998,manuell,101,a4,150000,4,benzin,audi,95512
Smart_smart_fortwo_cdi_coupe_pulse_dpf/_F1_Schaltung,privat,5450,kleinwagen,2010,manuell,54,fortwo,70000,3,diesel,smart,73035
Mercedes_Benz_CLK_Coupe_240_Elegance,privat,6500,coupe,2002,automatik,170,clk,50000,6,benzin,mercedes_benz,80686
Mercedes_Benz_S500_Coupe_++_500SEC_++_CL500,privat,13990,coupe,1996,automatik,320,s_klasse,80000,6,benzin,mercedes_benz,48231
Renault_Clio_1.5_dCi_Grandtour_Authentique,privat,3650,kombi,2008,manuell,65,clio,125000,8,diesel,renault,22869
Vw_Golf_IV_1_9_TDI,privat,2299,kleinwagen,1999,manuell,90,,150000,0,diesel,volkswagen,25337
Verkaufe_A3_Cabrio/_Ambition_Euro_5,privat,19800,cabrio,2012,manuell,140,a3,80000,3,diesel,audi,66538
Bmw_E90_320d,privat,5350,limousine,2005,manuell,163,3er,150000,5,diesel,bmw,58507
Peugeot_206_tuev_bis_August_2016,privat,950,kleinwagen,2003,manuell,0,andere,150000,0,benzin,peugeot,36367
Opel_Zafira_1.9_CDTI,privat,3000,bus,2007,manuell,120,zafira,150000,5,diesel,opel,31224
Renault_Twingo_1.2_16V_TÜV_11/17__75_PS!,privat,2100,kleinwagen,2004,manuell,75,twingo,100000,0,benzin,renault,47906
Golf_Generation_Modell_2000,privat,2200,limousine,1999,manuell,75,golf,150000,12,benzin,volkswagen,46149
BMW_525d_Touring,privat,10500,kombi,2007,manuell,197,5er,150000,5,diesel,bmw,38120
Honda_Civic,privat,1090,limousine,1998,manuell,75,civic,150000,3,benzin,honda,52249
MONDEO_2_0TDCI_Leder_Beige_NAVI_Panorama,privat,1700,limousine,2004,manuell,0,mondeo,150000,9,diesel,ford,53520
Mercedes_Benz_ML_280_CDI_4Matic_7G_TRONIC,privat,17000,suv,2006,automatik,190,m_klasse,150000,9,diesel,mercedes_benz,22927
BMW_320i_150_ps__Automatik_tuev_06/17,privat,1650,kombi,2000,automatik,150,3er,150000,6,benzin,bmw,61191
Fiat_Punto_Tuev_12/2017,privat,1500,kleinwagen,2000,manuell,60,punto,100000,11,benzin,fiat,25451
Skoda_Fabia_1.2_HTP_Combi_Sport,privat,2499,kombi,2005,manuell,64,fabia,150000,11,benzin,skoda,56070
Honda_CR_V_2.2i_CTDi_DPF,privat,10900,suv,2007,manuell,140,cr_reihe,150000,3,diesel,honda,69124
BMW_X3_2.0d_Aut._M_Paket,privat,11000,limousine,2008,automatik,177,x_reihe,150000,4,diesel,bmw,71065
Volkswagen_Golf_1.4_Trendline,privat,990,limousine,2003,manuell,75,golf,150000,5,benzin,volkswagen,74211
VW_POLO_9N_zu_Verkaufen_Bj2002_Mai,privat,2800,kleinwagen,2002,manuell,75,polo,150000,4,benzin,volkswagen,65929
Seat_Leon_cupra_navi_Sportsitze_Schiebedach_Alu,privat,11850,,2017,manuell,241,leon,125000,4,,seat,66679
Seltener_und_schoener_Renault_Twingo_Easy_Halbautomatik_TÜV_02/18,privat,1290,kleinwagen,1998,automatik,58,twingo,100000,3,benzin,renault,45663
Bmw_130i_/_OZ/_Kw_V2/_PP_Teile/_M_Paket,privat,20500,limousine,2007,manuell,265,1er,125000,3,benzin,bmw,66763
AUDI_A5_TID_CABRIO_LEASINGÜBERNAHME_//_647_€__noch_24_Monate_//,privat,647,cabrio,2015,automatik,190,a5,30000,5,diesel,audi,33619
Vw_Polo_guter_zustand,privat,3600,kleinwagen,2001,manuell,75,polo,125000,9,diesel,volkswagen,2625
BMW_525d_Aut_NAVI_LEDER_S_DACH_XENON_TÜV_NEU,privat,12900,limousine,2008,automatik,197,5er,150000,7,diesel,bmw,40764
Volkswagen_Golf_Variant_1.9_TDI_DPF_DSG_Trendline,privat,8499,kombi,2009,automatik,105,golf,90000,6,diesel,volkswagen,44575
Skoda_Octavia_Kombi_RS,privat,11000,kombi,2007,manuell,170,octavia,100000,9,,skoda,25451
Seat_Ibiza_6k,privat,900,kleinwagen,1998,manuell,60,ibiza,150000,6,benzin,seat,7985
Huebscher_Stadtflitzer_im_Mini_Retrolook:_Daihatsu_Trevis,privat,2999,kleinwagen,2007,manuell,58,andere,100000,7,benzin,daihatsu,33102
Fiat_Punto_1.2_8V,privat,1250,kleinwagen,2003,manuell,60,punto,150000,9,benzin,fiat,89165
Porsche_Cayenne_S_Tiptronic_S_Panorama/Leder/DVD/21Zoll,privat,42990,suv,2012,automatik,400,cayenne,150000,6,benzin,porsche,27474
Volkswagen_Golf_2.0_TDI_DSG,privat,6900,limousine,2008,manuell,140,golf,150000,10,diesel,volkswagen,22119
230E_Kombi_Automatik__AHK_Schiebedach_Tempomat,privat,1000,kombi,1997,automatik,150,e_klasse,150000,2,benzin,mercedes_benz,14612
Peugeot_806_Klima,privat,299,bus,1999,manuell,132,andere,150000,2,diesel,peugeot,56377
Toyota_Celica_Bj_89__TÜV_!!,privat,600,coupe,1989,manuell,0,andere,150000,3,benzin,toyota,53783
MAZDA_5__turbo_mit_abnehmbar_anhaengerkupplung,privat,5450,bus,2005,manuell,145,5_reihe,150000,11,diesel,mazda,28329
ford_mondeo_kombi_baujahr_2003_tdci,privat,1299,kombi,2003,manuell,130,mondeo,150000,6,diesel,ford,9337
Scenic_Expression_1_6_16V_3.18TÜV_Teilleder,privat,2900,,2018,manuell,108,scenic,125000,2,,renault,41470
Opel_Zafira_1.9_CDTI,privat,2050,bus,2005,manuell,120,zafira,150000,12,diesel,opel,60437
Kia_Picanto!!!,privat,2500,,2007,manuell,0,picanto,125000,0,benzin,kia,93413
Audi_A6_2_0,privat,13500,limousine,2005,manuell,140,a6,125000,9,diesel,audi,22119
Opel_Corsa__Anfaengerauto,privat,500,kleinwagen,1999,manuell,60,,150000,11,benzin,opel,94344
Peugeot_206_XS_Tuev/AU_Neu_gepflegt_und_sauber__Rentnerfahrzeug.,privat,1299,kleinwagen,1999,manuell,60,2_reihe,20000,2,benzin,peugeot,78234
VW_FOX_1_2__Klima_NEU_TÜV***,privat,3700,kleinwagen,2011,manuell,60,fox,125000,10,benzin,volkswagen,45881
Opel_Zafira_1.8,privat,4950,bus,2006,manuell,140,zafira,150000,3,benzin,opel,9247
Ford_ka_Silber,privat,500,kleinwagen,2002,,0,ka,150000,11,benzin,ford,61206
Opel_vectra_c_vollausstattung_vieles_neu_gemacht,privat,4500,kombi,2007,automatik,184,vectra,150000,12,diesel,opel,73733
Mercedes_Benz_E_280__BI_XENON_DISTRONIC_STANDHEIZUNG,privat,12999,limousine,2006,automatik,0,e_klasse,150000,8,diesel,mercedes_benz,71067
Schoener_Kombi,privat,1950,kombi,1999,automatik,165,a6,150000,4,benzin,audi,52459
Opel_Vectra_C,privat,5500,kombi,2006,manuell,230,vectra,150000,11,benzin,opel,86391
Peugeot_206__1.1_benzin,privat,500,limousine,2000,manuell,60,2_reihe,150000,4,,peugeot,48529
Mercedes_Benz_CLS_320_CDI_7G_TRONIC,privat,12990,coupe,2005,,0,andere,150000,11,diesel,mercedes_benz,84032
Jaguar_XF__S_line,privat,17500,limousine,2009,automatik,275,x_type,125000,10,diesel,jaguar,9112
MINI_Mini_Cooper_S,privat,14500,kleinwagen,2005,manuell,0,cooper,90000,4,benzin,mini,50935
BMW_M3_Cabrio_Drivelogic,privat,35900,cabrio,2010,automatik,420,m_reihe,60000,4,benzin,bmw,60438
Hyundai_Getz_1.5_CRDi_VGT_GLS,privat,2950,kleinwagen,2008,manuell,88,getz,125000,6,diesel,hyundai,45721
BMW_BMW_116i_M_PAKET_1.HAND_FESTPREIS,privat,9900,limousine,2009,manuell,122,1er,100000,8,,bmw,39326
Verkaufe_Seat_Cordoba,privat,499,limousine,1997,manuell,75,cordoba,150000,2,benzin,seat,53567
Toyota_Carina_1.8_Klima,privat,1049,kombi,1997,manuell,107,andere,150000,4,benzin,toyota,65552
Audi_A5_3.0_TDI_Sportback_quattro_DPF_S_tronic,privat,32000,coupe,2012,automatik,245,a5,100000,6,diesel,audi,56068
VW_Polo__Unfallfahrzeug_,privat,700,kleinwagen,2002,manuell,75,polo,150000,10,benzin,volkswagen,66957
Ford_mondeo_Turnier_1.8_mk3_Euro_4,privat,800,,2016,manuell,110,,150000,3,benzin,ford,57614
Chrysler_PT_Cruiser_2.2_CRD,privat,2450,kombi,2006,manuell,150,ptcruiser,150000,5,diesel,chrysler,56379
BMW_530d_Edition_Exclusive,privat,5500,limousine,2003,manuell,193,5er,150000,1,diesel,bmw,94447
Mercedes_A_160_Motor_laeuft_nicht_gut,privat,600,kleinwagen,1999,manuell,101,a_klasse,150000,7,benzin,mercedes_benz,49401
Golf_Cabrio_mit_2_Jahren_T?v,privat,2900,cabrio,1998,automatik,0,golf,150000,0,,volkswagen,23923
Renault_Megane_1.6,privat,950,limousine,2001,manuell,109,megane,150000,2,benzin,renault,85586
Verkaufe_mein_Auto,privat,750,kleinwagen,1996,manuell,75,golf,150000,5,benzin,volkswagen,35633
Mercedes_C_Klasse_Kindersitzbefestigung,privat,1300,kombi,1998,manuell,125,c_klasse,150000,6,,mercedes_benz,14641
Mazda_5_2.0_Top,privat,6000,bus,2006,manuell,145,5_reihe,150000,9,benzin,mazda,1909
Peugeot_406_Break,privat,650,kombi,1997,manuell,109,4_reihe,125000,4,diesel,peugeot,24805
Opel_Zafira_B__Silber__7_Sitzer,privat,4500,,2016,manuell,0,zafira,150000,12,,opel,59494
Peugeot_207_CC_FAP_110__Blue_Lion__Platinum,privat,9300,cabrio,2010,manuell,111,2_reihe,150000,4,diesel,peugeot,73732
BMW_320d_DPF_Aut.,privat,8000,limousine,2008,automatik,177,3er,150000,12,diesel,bmw,42111
Fiat_500_1.3_Multijet_16V_DPF,privat,4700,kleinwagen,2009,manuell,75,500,150000,3,diesel,fiat,74321
Peugeot_308_SW_e_HDi_FAP_110_Panoramadach,privat,8500,kombi,2012,manuell,111,3_reihe,90000,8,diesel,peugeot,16761
Mercedes_E_Klasse_Diesel,privat,24900,limousine,2012,automatik,136,e_klasse,60000,10,diesel,mercedes_benz,31558
Golf_3_TDI,privat,400,kombi,1998,automatik,90,golf,5000,0,diesel,volkswagen,49688
Opel_Astra_F_EZ_1997_114000km,privat,650,limousine,1997,manuell,60,astra,125000,1,benzin,opel,37520
Mercedes_Benz_C_180_Kompressor_Sportcoupe,privat,6600,coupe,2004,manuell,143,c_klasse,90000,7,benzin,mercedes_benz,52525
Golf_4_1.9_neue_zahnrim,privat,1750,kombi,2002,manuell,101,golf,150000,5,diesel,volkswagen,49828
OPEL_Astra_Cabrio,privat,500,cabrio,1995,,70,astra,150000,6,benzin,opel,45147
Saab_900_2.3i_Cabrio_SE,privat,3900,cabrio,1997,manuell,150,900,100000,2,benzin,saab,74321
Porsche_Boxster,privat,11550,cabrio,1999,manuell,220,boxster,90000,9,benzin,porsche,72458
Audi_A3_1.6_TDI_Sportback_Ambition,privat,18650,kombi,2013,manuell,105,a3,40000,10,diesel,audi,91301
Renault_Bastler,privat,0,,2000,manuell,0,,5000,11,diesel,renault,46049
Audi_S8_4.2_quattro,privat,9000,limousine,1998,automatik,340,andere,150000,5,benzin,audi,37120
Alfa_Romeo_159_SW_1.9_JTDM_16V_DPF_ti__Navi__Leder__PDC,privat,7800,kombi,2007,manuell,150,159,150000,10,diesel,alfa_romeo,33034
Mercedes_Benz_E_350_CDI_DPF_BlueEFFICIENCY_7G_TRONIC_Elegance,privat,16500,limousine,2010,automatik,231,e_klasse,150000,3,diesel,mercedes_benz,66539
Volvo_S_80,privat,3500,limousine,2002,automatik,131,andere,150000,2,benzin,volvo,27478
BMW_E36_Cabrio_318i,privat,4250,cabrio,1998,manuell,115,3er,125000,1,benzin,bmw,48268
Volkswagen_T2a_Deluxe_orig.sierragelb/pastellweiss,privat,19900,bus,1971,manuell,70,transporter,60000,7,benzin,volkswagen,47169
VW_Polo_Tuev_bis_8/2016,privat,175,kleinwagen,1992,manuell,0,,150000,0,,volkswagen,1594
Golf_5_Kombi_Trendline_5/17_TÜV_Bj_2008,privat,4899,kombi,2008,manuell,102,golf,150000,3,benzin,volkswagen,24939
Opel_Corsa_B_1.2_16V_Edition_100,privat,300,kleinwagen,1999,manuell,65,corsa,150000,6,benzin,opel,93057
Fiat_Ducato_11_243.3V3.0_verglast_C1A,privat,4700,bus,2002,manuell,110,ducato,150000,5,diesel,fiat,21255
Opel_Zafira_B_CNG_Erdgas_Klimaanlage_Navi_Tempomat_7_Sitze,privat,5200,bus,2007,,94,zafira,150000,0,,opel,52353
Vectra_B_Caravan__Sonderausstattung_Vorfuehrwagen_,privat,500,kombi,2000,manuell,146,vectra,150000,6,benzin,opel,4860
Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Highline,privat,6999,kombi,2007,automatik,170,passat,150000,5,diesel,volkswagen,88069
Volkswagen_Golf_1.4_Goal_Anhaengerkupplung,privat,3650,limousine,2006,manuell,80,golf,150000,11,benzin,volkswagen,48477
BMW_530_diesel_____voll.....,privat,6900,,2017,automatik,0,,150000,5,,bmw,65205
Volkswagen_Golf_1.4_FSI_Comfortline,privat,3700,limousine,2005,manuell,90,golf,150000,9,benzin,volkswagen,13587
Verkaufe_Benz_180_C_Kombi_Tuev_08/2017,privat,900,kombi,1999,manuell,0,c_klasse,150000,10,benzin,mercedes_benz,37154
Guenstiges_Schnaeppchen_Audi_A4,privat,825,limousine,1997,manuell,101,a4,150000,10,benzin,audi,25462
Suche_Honda_Civic__2.0_L,privat,2999,,2017,,0,civic,150000,0,,honda,29614
SMART_fortwo_cabrio_mhd,privat,6900,cabrio,2012,automatik,71,fortwo,80000,2,benzin,smart,26605
Golf_7_1.4_tsi_blue_motion,privat,11500,,2017,manuell,140,golf,30000,10,,volkswagen,79115
Daihatsu_Cuore_Tuev_1/17_122tkm,privat,349,kleinwagen,1999,manuell,56,cuore,125000,0,,daihatsu,41751
Peugeot_206_110_JBL_1_Hand_Original_90TKM,privat,3200,,2016,manuell,110,2_reihe,90000,5,benzin,peugeot,45327
Mercedes_W202,privat,2200,limousine,1995,manuell,75,c_klasse,150000,3,,mercedes_benz,26452
>BMW_740Li_Schwarz_Langversion_Facelift_Modell_V8_306PS_TOP_8333€,privat,8333,limousine,2005,automatik,306,7er,150000,9,benzin,bmw,72555
Passat_guenstig_abzugeben,privat,900,kombi,1996,manuell,0,passat,150000,0,benzin,volkswagen,31028
Nissan_Micra_1.0_GX_Topic,privat,999,kleinwagen,1997,manuell,54,micra,150000,3,benzin,nissan,56459
Volkswagen_Golf_GTI,privat,8000,limousine,1986,manuell,111,golf,150000,2,benzin,volkswagen,35745
Opel_Corsa_1.4_16V_Energy,privat,9400,kleinwagen,2014,manuell,87,corsa,30000,1,benzin,opel,41470
Mercedes_CLK_200_Cabrio_Elegance,privat,5950,cabrio,1999,automatik,136,clk,150000,0,,mercedes_benz,46325
Mercedes_Kompressor_SLK_120_silber_mit_Sportfahrwerk,privat,11900,cabrio,2004,automatik,163,slk,90000,8,benzin,mercedes_benz,86486
Saab_9_3_1.8_t_Cabrio_Linear,privat,4999,cabrio,2004,manuell,150,andere,150000,3,benzin,saab,40724
Peugeot_206HDI_KLIMA_EFH,privat,599,,2017,manuell,0,2_reihe,150000,5,diesel,peugeot,65589
Sommerreifen_Continental,privat,160,,2000,,0,,5000,0,,sonstige_autos,27628
Nissan_Micra_1.2_Season,privat,1850,kleinwagen,2005,manuell,65,micra,150000,6,benzin,nissan,14974
Mercedes_300E,privat,2990,limousine,1989,automatik,179,e_klasse,150000,10,benzin,mercedes_benz,12057
Audi_A6_3.0_Diesel_Kombi,privat,6200,kombi,2005,automatik,224,a6,150000,9,diesel,audi,53757
Ford_ka_caprio_vollausstatung_Tuev_neu,privat,1850,cabrio,2004,manuell,90,ka,150000,1,benzin,ford,38226
Volkswagen_Polo_50_Servo_Highline,privat,800,kleinwagen,1998,manuell,50,polo,150000,7,benzin,volkswagen,58452
Mercedes_Benz_GL_350_BlueTEC_Unfallfrei_Scheckheft_Garantie,privat,45500,suv,2011,automatik,211,gl,100000,10,diesel,mercedes_benz,13467
BMW_520i_touring,privat,2799,kombi,2001,automatik,170,5er,150000,8,benzin,bmw,58099
Volkswagen_Passat_4_Motion_1_9_TDI_ALU_+_AHK,privat,2500,kombi,2000,manuell,0,passat,150000,6,diesel,volkswagen,78662
Renault_clio,privat,0,kleinwagen,1991,manuell,0,clio,5000,0,benzin,renault,66482
Seat_Leon_2.0_T_FSI_Cupra_305PS,privat,9990,limousine,2008,manuell,305,leon,150000,7,benzin,seat,60438
Lexus_IS_220d,privat,14000,limousine,2008,manuell,177,,150000,5,diesel,sonstige_autos,65366
Renault_Espace_JE_“Kupplung_defekt“,privat,450,bus,1998,manuell,116,espace,150000,0,benzin,renault,45886
Volkswagen_Golf_2.0_GTI,privat,14990,limousine,2010,manuell,211,golf,90000,2,benzin,volkswagen,35423
Toyota_Auris_2.2_D_Cat,privat,4300,limousine,2007,manuell,177,auris,150000,4,diesel,toyota,86199
Opel_Astra_OPC,privat,9200,limousine,2006,manuell,241,astra,150000,1,benzin,opel,88499
Vw_Golf_1_4,privat,1350,limousine,2000,manuell,75,golf,150000,6,benzin,volkswagen,41539
Volkswagen_Golf_GTI_BlueMotion_Technology,privat,24390,limousine,2014,manuell,220,golf,30000,4,benzin,volkswagen,26409
Opel_vectra,privat,1200,limousine,1999,manuell,101,vectra,150000,1,benzin,opel,51065
Peugeot_106,privat,700,kleinwagen,1995,manuell,75,1_reihe,150000,0,,peugeot,99974
Audi_Q7_3.0_TDI_DPF_quattro_KEYLESSGO_S_LINE_LED_RÜCK,privat,15350,limousine,2007,automatik,232,q7,150000,1,diesel,audi,10551
Dodge_RAM,privat,17500,suv,2006,automatik,238,,60000,7,lpg,sonstige_autos,53937
Ford_Fiesta_Trend_1.25,privat,5000,kleinwagen,2009,manuell,60,fiesta,125000,3,benzin,ford,35794
BMW_BMW_320i_Touring_XENON_LEDER_PANORAMA_Anh.Kupplu,privat,14500,kombi,2009,manuell,170,3er,125000,5,benzin,bmw,44791
MAZDA__3__Edition__1.6__Diesel,privat,8600,limousine,2012,manuell,116,3_reihe,125000,4,diesel,mazda,41569
Passat_Variant_Kombi_3bg_TÜV_10/2017_durch_Repariert!!!,privat,3590,,2017,manuell,106,passat,150000,3,benzin,volkswagen,9111
Volkswagen_Golf_1_Cabrio_Leder_Sitzheizung,privat,5000,cabrio,1991,manuell,98,golf,150000,7,benzin,volkswagen,32108
Renault_Clio_1.2_16V_Dynamique,privat,3900,kleinwagen,2008,manuell,75,clio,100000,8,benzin,renault,42111
Skoda_Octavia_II_1_6_Elegance,privat,4399,kombi,2005,manuell,105,octavia,150000,5,benzin,skoda,85072
Mercedes_B_180_CDI_Navi_Bi_Xenon_Sitzheizeung_Teilleder_8_Reifen,privat,16950,limousine,2013,manuell,109,b_klasse,40000,7,diesel,mercedes_benz,42113
Volkswagen_Golf_1.4_TSI_Highline,privat,9900,limousine,2009,manuell,160,golf,90000,12,benzin,volkswagen,91809
Audi_A4_Avant_3.0_Quattro_S_Line_LPG,privat,3990,kombi,2001,automatik,220,a4,150000,9,benzin,audi,30952
